Hair Color,Eye Color,Skin Tone,Under Tone,Torso length,Body Proportion,Recommended Clothing Colors,Avoid Clothing Colors,Recommended Fitting Style,Recommended Materials,Recommended Patterns,Recommended Jewelry Metal,Recommended Shoes,Recommended Clothing Color Wheel Region
Grey,Brown,Medium,Warm,Short Torso,Apple,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Empire Waist,Drapey Fabric,Dark Solid Tops,Gold,Low Heels or Flats,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Long Torso,Rectangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Defined Waist,Structured Cotton,Curved Lines,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Long Torso,Inverted Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Long Torso,Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Emphasize Top,Lightweight Cotton,Bright Tops,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Long Torso,Oval,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Long Torso,Trapezoid,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Balanced Fit,Soft Blends,Simple Solids,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Long Torso,Hourglass,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Long Torso,Apple,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Empire Waist,Drapey Fabric,Dark Solid Tops,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Balanced,Rectangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Defined Waist,Structured Cotton,Curved Lines,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Balanced,Inverted Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Balanced,Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Emphasize Top,Lightweight Cotton,Bright Tops,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Balanced,Oval,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Balanced,Trapezoid,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Balanced Fit,Soft Blends,Simple Solids,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Balanced,Hourglass,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Warm,Balanced,Apple,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Empire Waist,Drapey Fabric,Dark Solid Tops,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Medium,Cool,Short Torso,Rectangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Defined Waist,Structured Cotton,Curved Lines,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Short Torso,Inverted Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Short Torso,Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Emphasize Top,Lightweight Cotton,Bright Tops,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Short Torso,Oval,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Short Torso,Trapezoid,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Balanced Fit,Soft Blends,Simple Solids,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Short Torso,Hourglass,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Short Torso,Apple,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Empire Waist,Drapey Fabric,Dark Solid Tops,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Long Torso,Rectangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Defined Waist,Structured Cotton,Curved Lines,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Long Torso,Inverted Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Long Torso,Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Emphasize Top,Lightweight Cotton,Bright Tops,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Long Torso,Oval,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Long Torso,Trapezoid,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Balanced Fit,Soft Blends,Simple Solids,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Long Torso,Hourglass,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Long Torso,Apple,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Empire Waist,Drapey Fabric,Dark Solid Tops,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Balanced,Rectangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Defined Waist,Structured Cotton,Curved Lines,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Balanced,Inverted Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Balanced,Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Emphasize Top,Lightweight Cotton,Bright Tops,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Balanced,Oval,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Balanced,Trapezoid,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Balanced Fit,Soft Blends,Simple Solids,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Balanced,Hourglass,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Cool,Balanced,Apple,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Empire Waist,Drapey Fabric,Dark Solid Tops,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Medium,Neutral,Short Torso,Rectangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Defined Waist,Structured Cotton,Curved Lines,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Short Torso,Inverted Triangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Short Torso,Triangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Emphasize Top,Lightweight Cotton,Bright Tops,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Short Torso,Oval,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Short Torso,Trapezoid,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Balanced Fit,Soft Blends,Simple Solids,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Short Torso,Hourglass,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Short Torso,Apple,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Empire Waist,Drapey Fabric,Dark Solid Tops,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Long Torso,Rectangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Defined Waist,Structured Cotton,Curved Lines,Rose Gold,Heels or Platforms,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Long Torso,Inverted Triangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Rose Gold,Heels or Platforms,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Long Torso,Triangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Emphasize Top,Lightweight Cotton,Bright Tops,Rose Gold,Heels or Platforms,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Long Torso,Oval,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Rose Gold,Heels or Platforms,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Long Torso,Trapezoid,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Balanced Fit,Soft Blends,Simple Solids,Rose Gold,Heels or Platforms,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Long Torso,Hourglass,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Rose Gold,Heels or Platforms,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Long Torso,Apple,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Empire Waist,Drapey Fabric,Dark Solid Tops,Rose Gold,Heels or Platforms,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Balanced,Rectangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Defined Waist,Structured Cotton,Curved Lines,Rose Gold,Any Style,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Balanced,Inverted Triangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Rose Gold,Any Style,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Balanced,Triangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Emphasize Top,Lightweight Cotton,Bright Tops,Rose Gold,Any Style,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Balanced,Oval,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Rose Gold,Any Style,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Balanced,Trapezoid,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Balanced Fit,Soft Blends,Simple Solids,Rose Gold,Any Style,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Balanced,Hourglass,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Rose Gold,Any Style,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Medium,Neutral,Balanced,Apple,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Empire Waist,Drapey Fabric,Dark Solid Tops,Rose Gold,Any Style,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Olive,Warm,Short Torso,Rectangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Defined Waist,Structured Cotton,Curved Lines,Gold,Low Heels or Flats,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Short Torso,Inverted Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Gold,Low Heels or Flats,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Short Torso,Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Emphasize Top,Lightweight Cotton,Bright Tops,Gold,Low Heels or Flats,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Short Torso,Oval,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Gold,Low Heels or Flats,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Short Torso,Trapezoid,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Balanced Fit,Soft Blends,Simple Solids,Gold,Low Heels or Flats,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Short Torso,Hourglass,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Gold,Low Heels or Flats,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Short Torso,Apple,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Empire Waist,Drapey Fabric,Dark Solid Tops,Gold,Low Heels or Flats,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Long Torso,Rectangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Defined Waist,Structured Cotton,Curved Lines,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Long Torso,Inverted Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Long Torso,Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Emphasize Top,Lightweight Cotton,Bright Tops,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Long Torso,Oval,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Long Torso,Trapezoid,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Balanced Fit,Soft Blends,Simple Solids,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Long Torso,Hourglass,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Long Torso,Apple,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Empire Waist,Drapey Fabric,Dark Solid Tops,Gold,Heels or Platforms,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Balanced,Rectangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Defined Waist,Structured Cotton,Curved Lines,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Balanced,Inverted Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Balanced,Triangle,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Emphasize Top,Lightweight Cotton,Bright Tops,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Balanced,Oval,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Balanced,Trapezoid,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Balanced Fit,Soft Blends,Simple Solids,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Balanced,Hourglass,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Warm,Balanced,Apple,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Empire Waist,Drapey Fabric,Dark Solid Tops,Gold,Any Style,"Warm colors (red, orange, yellow, warm greens)"
Grey,Brown,Olive,Cool,Short Torso,Rectangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Defined Waist,Structured Cotton,Curved Lines,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Short Torso,Inverted Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Short Torso,Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Emphasize Top,Lightweight Cotton,Bright Tops,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Short Torso,Oval,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Short Torso,Trapezoid,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Balanced Fit,Soft Blends,Simple Solids,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Short Torso,Hourglass,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Short Torso,Apple,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Empire Waist,Drapey Fabric,Dark Solid Tops,Silver,Low Heels or Flats,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Long Torso,Rectangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Defined Waist,Structured Cotton,Curved Lines,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Long Torso,Inverted Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Long Torso,Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Emphasize Top,Lightweight Cotton,Bright Tops,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Long Torso,Oval,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Long Torso,Trapezoid,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Balanced Fit,Soft Blends,Simple Solids,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Long Torso,Hourglass,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Long Torso,Apple,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Empire Waist,Drapey Fabric,Dark Solid Tops,Silver,Heels or Platforms,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Balanced,Rectangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Defined Waist,Structured Cotton,Curved Lines,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Balanced,Inverted Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Balanced,Triangle,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Emphasize Top,Lightweight Cotton,Bright Tops,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Balanced,Oval,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Wraps and Empire,"Jersey, Knits",Diagonal Lines,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Balanced,Trapezoid,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Balanced Fit,Soft Blends,Simple Solids,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Balanced,Hourglass,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Tailored Fit,"Stretchy, Soft Fabric",Subtle Prints,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Cool,Balanced,Apple,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Empire Waist,Drapey Fabric,Dark Solid Tops,Silver,Any Style,"Cool colors (blue, green, violet, cool grays)"
Grey,Brown,Olive,Neutral,Short Torso,Rectangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Defined Waist,Structured Cotton,Curved Lines,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
Grey,Brown,Olive,Neutral,Short Torso,Inverted Triangle,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",A-Line Bottoms,Flowy Fabric,Vertical Stripes,Rose Gold,Low Heels or Flats,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)"
